Culture,k,n_total,n_honest,n_manip,manip_pct,trials,Target,Rule,Change_Rate,Success_Rate,Avg_Overlap
Mallows (phi=0.7),6,100,99,1,1,200,Bottom,k-Median-Shapley,1.5,0.0,0.9975000000000002
Mallows (phi=0.7),7,100,99,1,1,200,Cutoff,Evaluative Voting,6.0,6.0,0.9914285714285715
Mallows (phi=0.7),7,100,99,1,1,200,Cutoff,k-Median Rule,0.0,0.0,1.0
Mallows (phi=0.7),7,100,99,1,1,200,Cutoff,k-Median-Shapley,1.5,1.5,0.9978571428571429
Mallows (phi=0.7),7,100,99,1,1,200,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),7,100,99,1,1,200,Bottom,k-Median Rule,0.0,0.0,1.0
Mallows (phi=0.7),7,100,99,1,1,200,Bottom,k-Median-Shapley,1.5,0.0,0.9978571428571429
Mallows (phi=0.7),8,100,99,1,1,200,Cutoff,Evaluative Voting,3.5000000000000004,3.5000000000000004,0.995625
Mallows (phi=0.7),8,100,99,1,1,200,Cutoff,k-Median Rule,0.0,0.0,1.0
Mallows (phi=0.7),8,100,99,1,1,200,Cutoff,k-Median-Shapley,1.0,1.0,0.99875
Mallows (phi=0.7),8,100,99,1,1,200,Bottom,Evaluative Voting,0.5,0.5,0.999375
Mallows (phi=0.7),8,100,99,1,1,200,Bottom,k-Median Rule,0.0,0.0,1.0
Mallows (phi=0.7),8,100,99,1,1,200,Bottom,k-Median-Shapley,1.0,0.0,0.99875
Mallows (phi=0.7),9,100,99,1,1,200,Cutoff,Evaluative Voting,9.5,9.5,0.9894444444444441
Mallows (phi=0.7),9,100,99,1,1,200,Cutoff,k-Median Rule,2.0,2.0,0.9977777777777778
Mallows (phi=0.7),9,100,99,1,1,200,Cutoff,k-Median-Shapley,2.5,2.5,0.9972222222222221
Mallows (phi=0.7),9,100,99,1,1,200,Bottom,Evaluative Voting,9.5,9.5,0.9894444444444441
Mallows (phi=0.7),9,100,99,1,1,200,Bottom,k-Median Rule,2.0,2.0,0.9977777777777778
Mallows (phi=0.7),9,100,99,1,1,200,Bottom,k-Median-Shapley,2.5,2.5,0.9972222222222221
Mallows (phi=0.7),2,100,98,2,2,200,Cutoff,Evaluative Voting,21.5,21.5,0.8925
Mallows (phi=0.7),2,100,98,2,2,200,Cutoff,k-Median Rule,0.0,0.0,1.0
Mallows (phi=0.7),2,100,98,2,2,200,Cutoff,k-Median-Shapley,3.0,3.0,0.985
Mallows (phi=0.7),2,100,98,2,2,200,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),2,100,98,2,2,200,Bottom,k-Median Rule,0.0,0.0,1.0
Mallows (phi=0.7),2,100,98,2,2,200,Bottom,k-Median-Shapley,3.0,0.0,0.985
Mallows (phi=0.7),3,100,98,2,2,200,Cutoff,Evaluative Voting,19.5,19.5,0.9350000000000002
Mallows (phi=0.7),3,100,98,2,2,200,Cutoff,k-Median Rule,1.5,1.5,0.995
Mallows (phi=0.7),3,100,98,2,2,200,Cutoff,k-Median-Shapley,1.5,1.5,0.995
Mallows (phi=0.7),3,100,98,2,2,200,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),3,100,98,2,2,200,Bottom,k-Median Rule,0.0,0.0,1.0
Mallows (phi=0.7),3,100,98,2,2,200,Bottom,k-Median-Shapley,1.5,0.0,0.995
Mallows (phi=0.7),4,100,98,2,2,200,Cutoff,Evaluative Voting,16.5,16.5,0.95875
Mallows (phi=0.7),4,100,98,2,2,200,Cutoff,k-Median Rule,2.5,2.5,0.99375
Mallows (phi=0.7),4,100,98,2,2,200,Cutoff,k-Median-Shapley,3.0,3.0,0.9925
Mallows (phi=0.7),4,100,98,2,2,200,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),4,100,98,2,2,200,Bottom,k-Median Rule,0.5,0.0,0.99875
Mallows (phi=0.7),4,100,98,2,2,200,Bottom,k-Median-Shapley,2.0,0.0,0.995
Mallows (phi=0.7),5,100,98,2,2,200,Cutoff,Evaluative Voting,18.5,18.5,0.9630000000000004
Mallows (phi=0.7),5,100,98,2,2,200,Cutoff,k-Median Rule,0.0,0.0,1.0
Mallows (phi=0.7),5,100,98,2,2,200,Cutoff,k-Median-Shapley,0.5,0.5,0.9990000000000001
Mallows (phi=0.7),5,100,98,2,2,200,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),5,100,98,2,2,200,Bottom,k-Median Rule,0.0,0.0,1.0
Mallows (phi=0.7),5,100,98,2,2,200,Bottom,k-Median-Shapley,0.5,0.0,0.9990000000000001
Mallows (phi=0.7),6,100,98,2,2,200,Cutoff,Evaluative Voting,14.000000000000002,14.000000000000002,0.9766666666666669
Mallows (phi=0.7),6,100,98,2,2,200,Cutoff,k-Median Rule,3.5000000000000004,3.5000000000000004,0.9941666666666668
Mallows (phi=0.7),6,100,98,2,2,200,Cutoff,k-Median-Shapley,4.0,4.0,0.9933333333333334
Mallows (phi=0.7),6,100,98,2,2,200,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),6,100,98,2,2,200,Bottom,k-Median Rule,1.0,0.0,0.9983333333333334
Mallows (phi=0.7),6,100,98,2,2,200,Bottom,k-Median-Shapley,1.5,0.0,0.9975000000000002
Mallows (phi=0.7),7,100,98,2,2,200,Cutoff,Evaluative Voting,12.5,12.5,0.9821428571428575
Mallows (phi=0.7),7,100,98,2,2,200,Cutoff,k-Median Rule,1.0,1.0,0.9985714285714287
Mallows (phi=0.7),7,100,98,2,2,200,Cutoff,k-Median-Shapley,2.0,2.0,0.9971428571428572
Mallows (phi=0.7),7,100,98,2,2,200,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),7,100,98,2,2,200,Bottom,k-Median Rule,0.5,0.0,0.9992857142857143
Mallows (phi=0.7),7,100,98,2,2,200,Bottom,k-Median-Shapley,2.0,0.0,0.9971428571428572
Mallows (phi=0.7),8,100,98,2,2,200,Cutoff,Evaluative Voting,10.5,10.5,0.986875
Mallows (phi=0.7),8,100,98,2,2,200,Cutoff,k-Median Rule,0.0,0.0,1.0
Mallows (phi=0.7),8,100,98,2,2,200,Cutoff,k-Median-Shapley,2.5,2.5,0.996875
Mallows (phi=0.7),8,100,98,2,2,200,Bottom,Evaluative Voting,0.5,0.5,0.999375
Mallows (phi=0.7),8,100,98,2,2,200,Bottom,k-Median Rule,0.0,0.0,1.0
Mallows (phi=0.7),8,100,98,2,2,200,Bottom,k-Median-Shapley,2.5,0.0,0.996875
Mallows (phi=0.7),9,100,98,2,2,200,Cutoff,Evaluative Voting,15.5,15.5,0.9827777777777773
Mallows (phi=0.7),9,100,98,2,2,200,Cutoff,k-Median Rule,4.5,4.5,0.9949999999999999
Mallows (phi=0.7),9,100,98,2,2,200,Cutoff,k-Median-Shapley,5.0,5.0,0.9944444444444442
Mallows (phi=0.7),9,100,98,2,2,200,Bottom,Evaluative Voting,15.5,15.5,0.9827777777777773
Mallows (phi=0.7),9,100,98,2,2,200,Bottom,k-Median Rule,4.5,4.5,0.9949999999999999
Mallows (phi=0.7),9,100,98,2,2,200,Bottom,k-Median-Shapley,5.0,5.0,0.9944444444444442
Mallows (phi=0.7),2,100,97,3,3,200,Cutoff,Evaluative Voting,34.0,34.0,0.83
Mallows (phi=0.7),2,100,97,3,3,200,Cutoff,k-Median Rule,0.0,0.0,1.0
Mallows (phi=0.7),2,100,97,3,3,200,Cutoff,k-Median-Shapley,2.5,2.5,0.9875
Mallows (phi=0.7),2,100,97,3,3,200,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),2,100,97,3,3,200,Bottom,k-Median Rule,0.0,0.0,1.0
Mallows (phi=0.7),2,100,97,3,3,200,Bottom,k-Median-Shapley,2.5,0.0,0.9875
Mallows (phi=0.7),3,100,97,3,3,200,Cutoff,Evaluative Voting,30.5,30.5,0.898333333333333
Mallows (phi=0.7),3,100,97,3,3,200,Cutoff,k-Median Rule,2.5,2.5,0.9916666666666666
Mallows (phi=0.7),3,100,97,3,3,200,Cutoff,k-Median-Shapley,2.5,2.5,0.9916666666666666
Mallows (phi=0.7),3,100,97,3,3,200,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),3,100,97,3,3,200,Bottom,k-Median Rule,1.5,0.0,0.9949999999999999
Mallows (phi=0.7),3,100,97,3,3,200,Bottom,k-Median-Shapley,1.5,0.0,0.9949999999999999
Mallows (phi=0.7),4,100,97,3,3,200,Cutoff,Evaluative Voting,27.500000000000004,27.500000000000004,0.93125
Mallows (phi=0.7),4,100,97,3,3,200,Cutoff,k-Median Rule,4.0,4.0,0.99
Mallows (phi=0.7),4,100,97,3,3,200,Cutoff,k-Median-Shapley,2.5,2.5,0.99375
Mallows (phi=0.7),4,100,97,3,3,200,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),4,100,97,3,3,200,Bottom,k-Median Rule,0.5,0.0,0.99875
Mallows (phi=0.7),4,100,97,3,3,200,Bottom,k-Median-Shapley,2.0,0.0,0.995
Mallows (phi=0.7),5,100,97,3,3,200,Cutoff,Evaluative Voting,25.0,25.0,0.9500000000000006
Mallows (phi=0.7),5,100,97,3,3,200,Cutoff,k-Median Rule,0.0,0.0,1.0
Mallows (phi=0.7),5,100,97,3,3,200,Cutoff,k-Median-Shapley,2.5,2.5,0.995
Mallows (phi=0.7),5,100,97,3,3,200,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),5,100,97,3,3,200,Bottom,k-Median Rule,0.0,0.0,1.0
Mallows (phi=0.7),5,100,97,3,3,200,Bottom,k-Median-Shapley,2.0,0.0,0.9960000000000001
Mallows (phi=0.7),6,100,97,3,3,200,Cutoff,Evaluative Voting,21.5,21.5,0.9641666666666672
Mallows (phi=0.7),6,100,97,3,3,200,Cutoff,k-Median Rule,5.0,5.0,0.9916666666666667
Mallows (phi=0.7),6,100,97,3,3,200,Cutoff,k-Median-Shapley,5.0,5.0,0.9916666666666667
Mallows (phi=0.7),6,100,97,3,3,200,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),6,100,97,3,3,200,Bottom,k-Median Rule,1.5,0.0,0.9975
Mallows (phi=0.7),6,100,97,3,3,200,Bottom,k-Median-Shapley,2.5,0.0,0.9958333333333335
Mallows (phi=0.7),7,100,97,3,3,200,Cutoff,Evaluative Voting,21.5,21.5,0.9692857142857148
Mallows (phi=0.7),7,100,97,3,3,200,Cutoff,k-Median Rule,1.0,1.0,0.9985714285714287
Mallows (phi=0.7),7,100,97,3,3,200,Cutoff,k-Median-Shapley,4.5,4.5,0.9935714285714288
Mallows (phi=0.7),7,100,97,3,3,200,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),7,100,97,3,3,200,Bottom,k-Median Rule,0.5,0.0,0.9992857142857143
Mallows (phi=0.7),7,100,97,3,3,200,Bottom,k-Median-Shapley,3.0,0.0,0.9957142857142859
Mallows (phi=0.7),8,100,97,3,3,200,Cutoff,Evaluative Voting,17.5,17.5,0.978125
Mallows (phi=0.7),8,100,97,3,3,200,Cutoff,k-Median Rule,0.0,0.0,1.0
Mallows (phi=0.7),8,100,97,3,3,200,Cutoff,k-Median-Shapley,1.0,1.0,0.99875
Mallows (phi=0.7),8,100,97,3,3,200,Bottom,Evaluative Voting,0.5,0.5,0.999375
Mallows (phi=0.7),8,100,97,3,3,200,Bottom,k-Median Rule,0.0,0.0,1.0
Mallows (phi=0.7),8,100,97,3,3,200,Bottom,k-Median-Shapley,0.5,0.0,0.999375
Mallows (phi=0.7),9,100,97,3,3,200,Cutoff,Evaluative Voting,21.5,21.5,0.9761111111111106
Mallows (phi=0.7),9,100,97,3,3,200,Cutoff,k-Median Rule,5.0,5.0,0.9944444444444442
Mallows (phi=0.7),9,100,97,3,3,200,Cutoff,k-Median-Shapley,5.0,5.0,0.9944444444444442
Mallows (phi=0.7),9,100,97,3,3,200,Bottom,Evaluative Voting,21.5,21.5,0.9761111111111106
Mallows (phi=0.7),9,100,97,3,3,200,Bottom,k-Median Rule,5.0,5.0,0.9944444444444442
Mallows (phi=0.7),9,100,97,3,3,200,Bottom,k-Median-Shapley,5.0,5.0,0.9944444444444442
Mallows (phi=0.7),2,100,96,4,4,200,Cutoff,Evaluative Voting,42.0,42.0,0.79
Mallows (phi=0.7),2,100,96,4,4,200,Cutoff,k-Median Rule,0.0,0.0,1.0
Mallows (phi=0.7),2,100,96,4,4,200,Cutoff,k-Median-Shapley,1.0,1.0,0.995
Mallows (phi=0.7),2,100,96,4,4,200,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),2,100,96,4,4,200,Bottom,k-Median Rule,0.0,0.0,1.0
Mallows (phi=0.7),2,100,96,4,4,200,Bottom,k-Median-Shapley,1.0,0.0,0.995
Mallows (phi=0.7),3,100,96,4,4,200,Cutoff,Evaluative Voting,44.0,44.0,0.853333333333333
Mallows (phi=0.7),3,100,96,4,4,200,Cutoff,k-Median Rule,4.5,4.5,0.985
Mallows (phi=0.7),3,100,96,4,4,200,Cutoff,k-Median-Shapley,7.000000000000001,7.000000000000001,0.9766666666666666
Mallows (phi=0.7),3,100,96,4,4,200,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),3,100,96,4,4,200,Bottom,k-Median Rule,3.0,0.0,0.99
Mallows (phi=0.7),3,100,96,4,4,200,Bottom,k-Median-Shapley,6.0,0.0,0.98
Mallows (phi=0.7),4,100,96,4,4,200,Cutoff,Evaluative Voting,35.5,35.5,0.91125
Mallows (phi=0.7),4,100,96,4,4,200,Cutoff,k-Median Rule,6.0,6.0,0.985
Mallows (phi=0.7),4,100,96,4,4,200,Cutoff,k-Median-Shapley,3.0,3.0,0.9925
Mallows (phi=0.7),4,100,96,4,4,200,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),4,100,96,4,4,200,Bottom,k-Median Rule,2.0,0.0,0.995
Mallows (phi=0.7),4,100,96,4,4,200,Bottom,k-Median-Shapley,1.5,0.0,0.99625
Mallows (phi=0.7),5,100,96,4,4,200,Cutoff,Evaluative Voting,30.5,30.5,0.9390000000000007
Mallows (phi=0.7),5,100,96,4,4,200,Cutoff,k-Median Rule,0.0,0.0,1.0
Mallows (phi=0.7),5,100,96,4,4,200,Cutoff,k-Median-Shapley,2.5,2.5,0.995
Mallows (phi=0.7),5,100,96,4,4,200,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),5,100,96,4,4,200,Bottom,k-Median Rule,0.0,0.0,1.0
Mallows (phi=0.7),5,100,96,4,4,200,Bottom,k-Median-Shapley,1.0,0.0,0.9980000000000001
Mallows (phi=0.7),6,100,96,4,4,200,Cutoff,Evaluative Voting,28.499999999999996,28.499999999999996,0.9525000000000006
Mallows (phi=0.7),6,100,96,4,4,200,Cutoff,k-Median Rule,7.000000000000001,7.000000000000001,0.9883333333333336
Mallows (phi=0.7),6,100,96,4,4,200,Cutoff,k-Median-Shapley,6.0,6.0,0.99
Mallows (phi=0.7),6,100,96,4,4,200,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),6,100,96,4,4,200,Bottom,k-Median Rule,2.5,0.0,0.9958333333333335
Mallows (phi=0.7),6,100,96,4,4,200,Bottom,k-Median-Shapley,3.5000000000000004,0.0,0.9941666666666668
Mallows (phi=0.7),7,100,96,4,4,200,Cutoff,Evaluative Voting,33.5,33.5,0.952142857142858
Mallows (phi=0.7),7,100,96,4,4,200,Cutoff,k-Median Rule,1.0,1.0,0.9985714285714287
Mallows (phi=0.7),7,100,96,4,4,200,Cutoff,k-Median-Shapley,3.5000000000000004,3.5000000000000004,0.9950000000000001
Mallows (phi=0.7),7,100,96,4,4,200,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),7,100,96,4,4,200,Bottom,k-Median Rule,0.5,0.0,0.9992857142857143
Mallows (phi=0.7),7,100,96,4,4,200,Bottom,k-Median-Shapley,2.5,0.0,0.9964285714285716
Mallows (phi=0.7),8,100,96,4,4,200,Cutoff,Evaluative Voting,24.0,24.0,0.97
Mallows (phi=0.7),8,100,96,4,4,200,Cutoff,k-Median Rule,0.0,0.0,1.0
Mallows (phi=0.7),8,100,96,4,4,200,Cutoff,k-Median-Shapley,2.5,2.5,0.996875
Mallows (phi=0.7),8,100,96,4,4,200,Bottom,Evaluative Voting,0.5,0.5,0.999375
Mallows (phi=0.7),8,100,96,4,4,200,Bottom,k-Median Rule,0.0,0.0,1.0
Mallows (phi=0.7),8,100,96,4,4,200,Bottom,k-Median-Shapley,2.5,0.0,0.996875
Mallows (phi=0.7),9,100,96,4,4,200,Cutoff,Evaluative Voting,30.0,30.0,0.9666666666666659
Mallows (phi=0.7),9,100,96,4,4,200,Cutoff,k-Median Rule,9.0,9.0,0.9899999999999999
Mallows (phi=0.7),9,100,96,4,4,200,Cutoff,k-Median-Shapley,8.5,8.5,0.9905555555555553
Mallows (phi=0.7),9,100,96,4,4,200,Bottom,Evaluative Voting,30.0,30.0,0.9666666666666659
Mallows (phi=0.7),9,100,96,4,4,200,Bottom,k-Median Rule,9.0,9.0,0.9899999999999999
Mallows (phi=0.7),9,100,96,4,4,200,Bottom,k-Median-Shapley,8.5,8.5,0.9905555555555553
Mallows (phi=0.7),2,100,95,5,5,200,Cutoff,Evaluative Voting,54.0,54.0,0.73
Mallows (phi=0.7),2,100,95,5,5,200,Cutoff,k-Median Rule,0.0,0.0,1.0
Mallows (phi=0.7),2,100,95,5,5,200,Cutoff,k-Median-Shapley,2.5,2.5,0.9875
Mallows (phi=0.7),2,100,95,5,5,200,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),2,100,95,5,5,200,Bottom,k-Median Rule,0.0,0.0,1.0
Mallows (phi=0.7),2,100,95,5,5,200,Bottom,k-Median-Shapley,2.0,0.0,0.99
Mallows (phi=0.7),3,100,95,5,5,200,Cutoff,Evaluative Voting,56.49999999999999,56.49999999999999,0.8116666666666664
Mallows (phi=0.7),3,100,95,5,5,200,Cutoff,k-Median Rule,7.000000000000001,7.000000000000001,0.9766666666666666
Mallows (phi=0.7),3,100,95,5,5,200,Cutoff,k-Median-Shapley,7.5,7.000000000000001,0.9749999999999999
Mallows (phi=0.7),3,100,95,5,5,200,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),3,100,95,5,5,200,Bottom,k-Median Rule,3.5000000000000004,0.0,0.9883333333333334
Mallows (phi=0.7),3,100,95,5,5,200,Bottom,k-Median-Shapley,6.0,0.0,0.98
Mallows (phi=0.7),4,100,95,5,5,200,Cutoff,Evaluative Voting,46.0,46.0,0.885
Mallows (phi=0.7),4,100,95,5,5,200,Cutoff,k-Median Rule,9.0,9.0,0.9775
Mallows (phi=0.7),4,100,95,5,5,200,Cutoff,k-Median-Shapley,7.5,7.5,0.98125
Mallows (phi=0.7),4,100,95,5,5,200,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),4,100,95,5,5,200,Bottom,k-Median Rule,2.5,0.0,0.99375
Mallows (phi=0.7),4,100,95,5,5,200,Bottom,k-Median-Shapley,3.5000000000000004,0.0,0.99125
Mallows (phi=0.7),5,100,95,5,5,200,Cutoff,Evaluative Voting,43.0,43.0,0.914000000000001
Mallows (phi=0.7),5,100,95,5,5,200,Cutoff,k-Median Rule,0.0,0.0,1.0
Mallows (phi=0.7),5,100,95,5,5,200,Cutoff,k-Median-Shapley,3.5000000000000004,3.5000000000000004,0.9930000000000001
Mallows (phi=0.7),5,100,95,5,5,200,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),5,100,95,5,5,200,Bottom,k-Median Rule,0.0,0.0,1.0
Mallows (phi=0.7),5,100,95,5,5,200,Bottom,k-Median-Shapley,3.0,0.0,0.9940000000000001
Mallows (phi=0.7),6,100,95,5,5,200,Cutoff,Evaluative Voting,40.5,40.5,0.9325000000000006
Mallows (phi=0.7),6,100,95,5,5,200,Cutoff,k-Median Rule,8.5,8.5,0.9858333333333336
Mallows (phi=0.7),6,100,95,5,5,200,Cutoff,k-Median-Shapley,8.0,8.0,0.9866666666666666
Mallows (phi=0.7),6,100,95,5,5,200,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),6,100,95,5,5,200,Bottom,k-Median Rule,2.5,0.0,0.9958333333333335
Mallows (phi=0.7),6,100,95,5,5,200,Bottom,k-Median-Shapley,4.0,0.0,0.9933333333333333
Mallows (phi=0.7),7,100,95,5,5,200,Cutoff,Evaluative Voting,46.0,46.0,0.9342857142857155
Mallows (phi=0.7),7,100,95,5,5,200,Cutoff,k-Median Rule,2.0,2.0,0.9971428571428572
Mallows (phi=0.7),7,100,95,5,5,200,Cutoff,k-Median-Shapley,3.5000000000000004,3.5000000000000004,0.9950000000000001
Mallows (phi=0.7),7,100,95,5,5,200,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),7,100,95,5,5,200,Bottom,k-Median Rule,0.5,0.0,0.9992857142857143
Mallows (phi=0.7),7,100,95,5,5,200,Bottom,k-Median-Shapley,2.5,0.0,0.9964285714285716
Mallows (phi=0.7),8,100,95,5,5,200,Cutoff,Evaluative Voting,40.0,40.0,0.95
Mallows (phi=0.7),8,100,95,5,5,200,Cutoff,k-Median Rule,0.5,0.5,0.999375
Mallows (phi=0.7),8,100,95,5,5,200,Cutoff,k-Median-Shapley,2.0,2.0,0.9975
Mallows (phi=0.7),8,100,95,5,5,200,Bottom,Evaluative Voting,1.5,1.5,0.998125
Mallows (phi=0.7),8,100,95,5,5,200,Bottom,k-Median Rule,0.5,0.0,0.999375
Mallows (phi=0.7),8,100,95,5,5,200,Bottom,k-Median-Shapley,2.0,0.5,0.9975
Mallows (phi=0.7),9,100,95,5,5,200,Cutoff,Evaluative Voting,41.5,41.5,0.9538888888888879
Mallows (phi=0.7),9,100,95,5,5,200,Cutoff,k-Median Rule,13.0,13.0,0.9855555555555552
Mallows (phi=0.7),9,100,95,5,5,200,Cutoff,k-Median-Shapley,9.5,9.5,0.9894444444444442
Mallows (phi=0.7),9,100,95,5,5,200,Bottom,Evaluative Voting,41.5,41.5,0.9538888888888879
Mallows (phi=0.7),9,100,95,5,5,200,Bottom,k-Median Rule,13.0,13.0,0.9855555555555552
Mallows (phi=0.7),9,100,95,5,5,200,Bottom,k-Median-Shapley,9.5,9.5,0.9894444444444442
Mallows (phi=0.7),2,100,94,6,6,200,Cutoff,Evaluative Voting,65.0,65.0,0.675
Mallows (phi=0.7),2,100,94,6,6,200,Cutoff,k-Median Rule,0.0,0.0,1.0
Mallows (phi=0.7),2,100,94,6,6,200,Cutoff,k-Median-Shapley,3.5000000000000004,3.5000000000000004,0.9825
Mallows (phi=0.7),2,100,94,6,6,200,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),2,100,94,6,6,200,Bottom,k-Median Rule,0.0,0.0,1.0
Mallows (phi=0.7),2,100,94,6,6,200,Bottom,k-Median-Shapley,3.5000000000000004,0.0,0.9825
Mallows (phi=0.7),3,100,94,6,6,200,Cutoff,Evaluative Voting,66.0,66.0,0.78
Mallows (phi=0.7),3,100,94,6,6,200,Cutoff,k-Median Rule,11.0,11.0,0.963333333333333
Mallows (phi=0.7),3,100,94,6,6,200,Cutoff,k-Median-Shapley,8.5,8.5,0.9716666666666667
Mallows (phi=0.7),3,100,94,6,6,200,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),3,100,94,6,6,200,Bottom,k-Median Rule,4.0,0.0,0.9866666666666667
Mallows (phi=0.7),3,100,94,6,6,200,Bottom,k-Median-Shapley,6.0,0.0,0.9800000000000001
Mallows (phi=0.7),4,100,94,6,6,200,Cutoff,Evaluative Voting,60.0,60.0,0.85
Mallows (phi=0.7),4,100,94,6,6,200,Cutoff,k-Median Rule,13.0,13.0,0.9675
Mallows (phi=0.7),4,100,94,6,6,200,Cutoff,k-Median-Shapley,7.5,7.5,0.98125
Mallows (phi=0.7),4,100,94,6,6,200,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),4,100,94,6,6,200,Bottom,k-Median Rule,2.5,0.0,0.99375
Mallows (phi=0.7),4,100,94,6,6,200,Bottom,k-Median-Shapley,3.5000000000000004,0.0,0.99125
Mallows (phi=0.7),5,100,94,6,6,200,Cutoff,Evaluative Voting,51.5,51.5,0.8970000000000009
Mallows (phi=0.7),5,100,94,6,6,200,Cutoff,k-Median Rule,0.0,0.0,1.0
