Culture,k,n_total,n_honest,n_manip,manip_pct,trials,Target,Rule,Change_Rate,Success_Rate,Avg_Overlap
Mallows (phi=0.7),5,100,94,6,6,1000,Cutoff,k-Median-Shapley,12.6,12.6,0.9747999999999981
Mallows (phi=0.7),5,100,94,6,6,1000,Bottom,Evaluative Voting,4.5,4.5,0.9909999999999992
Mallows (phi=0.7),5,100,94,6,6,1000,Bottom,k-Median Rule,0.8,0.1,0.9983999999999998
Mallows (phi=0.7),5,100,94,6,6,1000,Bottom,k-Median-Shapley,5.6000000000000005,0.3,0.9887999999999992
Mallows (phi=0.7),6,100,94,6,6,1000,Cutoff,Evaluative Voting,52.5,52.5,0.9125000000000058
Mallows (phi=0.7),6,100,94,6,6,1000,Cutoff,k-Median Rule,12.6,12.6,0.979000000000002
Mallows (phi=0.7),6,100,94,6,6,1000,Cutoff,k-Median-Shapley,21.3,21.3,0.964500000000003
Mallows (phi=0.7),6,100,94,6,6,1000,Bottom,Evaluative Voting,52.5,52.5,0.9125000000000058
Mallows (phi=0.7),6,100,94,6,6,1000,Bottom,k-Median Rule,12.6,12.6,0.979000000000002
Mallows (phi=0.7),6,100,94,6,6,1000,Bottom,k-Median-Shapley,21.3,21.3,0.964500000000003
Mallows (phi=0.7),2,100,93,7,7,1000,Cutoff,Evaluative Voting,49.1,49.1,0.7545
Mallows (phi=0.7),2,100,93,7,7,1000,Cutoff,k-Median Rule,7.1,7.1,0.9645
Mallows (phi=0.7),2,100,93,7,7,1000,Cutoff,k-Median-Shapley,12.7,12.6,0.9365
Mallows (phi=0.7),2,100,93,7,7,1000,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),2,100,93,7,7,1000,Bottom,k-Median Rule,3.3000000000000003,0.0,0.9835
Mallows (phi=0.7),2,100,93,7,7,1000,Bottom,k-Median-Shapley,5.2,0.0,0.974
Mallows (phi=0.7),3,100,93,7,7,1000,Cutoff,Evaluative Voting,50.5,50.5,0.8316666666666614
Mallows (phi=0.7),3,100,93,7,7,1000,Cutoff,k-Median Rule,12.8,12.8,0.9573333333333308
Mallows (phi=0.7),3,100,93,7,7,1000,Cutoff,k-Median-Shapley,13.0,13.0,0.9566666666666646
Mallows (phi=0.7),3,100,93,7,7,1000,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),3,100,93,7,7,1000,Bottom,k-Median Rule,3.1,0.0,0.989666666666666
Mallows (phi=0.7),3,100,93,7,7,1000,Bottom,k-Median-Shapley,5.4,0.0,0.9819999999999991
Mallows (phi=0.7),4,100,93,7,7,1000,Cutoff,Evaluative Voting,47.9,47.9,0.88025
Mallows (phi=0.7),4,100,93,7,7,1000,Cutoff,k-Median Rule,13.600000000000001,13.600000000000001,0.966
Mallows (phi=0.7),4,100,93,7,7,1000,Cutoff,k-Median-Shapley,13.900000000000002,13.900000000000002,0.96525
Mallows (phi=0.7),4,100,93,7,7,1000,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),4,100,93,7,7,1000,Bottom,k-Median Rule,3.2,0.0,0.992
Mallows (phi=0.7),4,100,93,7,7,1000,Bottom,k-Median-Shapley,4.6,0.0,0.9885
Mallows (phi=0.7),5,100,93,7,7,1000,Cutoff,Evaluative Voting,57.4,57.4,0.8851999999999923
Mallows (phi=0.7),5,100,93,7,7,1000,Cutoff,k-Median Rule,3.8,3.8,0.9923999999999995
Mallows (phi=0.7),5,100,93,7,7,1000,Cutoff,k-Median-Shapley,13.4,13.4,0.9731999999999977
Mallows (phi=0.7),5,100,93,7,7,1000,Bottom,Evaluative Voting,8.9,8.9,0.9821999999999985
Mallows (phi=0.7),5,100,93,7,7,1000,Bottom,k-Median Rule,1.0999999999999999,0.1,0.9977999999999998
Mallows (phi=0.7),5,100,93,7,7,1000,Bottom,k-Median-Shapley,6.2,0.4,0.9875999999999993
Mallows (phi=0.7),6,100,93,7,7,1000,Cutoff,Evaluative Voting,62.4,62.4,0.8960000000000071
Mallows (phi=0.7),6,100,93,7,7,1000,Cutoff,k-Median Rule,16.900000000000002,16.900000000000002,0.971833333333336
Mallows (phi=0.7),6,100,93,7,7,1000,Cutoff,k-Median-Shapley,24.8,24.8,0.9586666666666706
Mallows (phi=0.7),6,100,93,7,7,1000,Bottom,Evaluative Voting,62.4,62.4,0.8960000000000071
Mallows (phi=0.7),6,100,93,7,7,1000,Bottom,k-Median Rule,16.900000000000002,16.900000000000002,0.971833333333336
Mallows (phi=0.7),6,100,93,7,7,1000,Bottom,k-Median-Shapley,24.8,24.8,0.9586666666666706
Mallows (phi=0.7),2,100,92,8,8,1000,Cutoff,Evaluative Voting,57.8,57.8,0.711
Mallows (phi=0.7),2,100,92,8,8,1000,Cutoff,k-Median Rule,8.7,8.7,0.9565
Mallows (phi=0.7),2,100,92,8,8,1000,Cutoff,k-Median-Shapley,14.899999999999999,14.899999999999999,0.9255
Mallows (phi=0.7),2,100,92,8,8,1000,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),2,100,92,8,8,1000,Bottom,k-Median Rule,2.9000000000000004,0.0,0.9855
Mallows (phi=0.7),2,100,92,8,8,1000,Bottom,k-Median-Shapley,5.800000000000001,0.0,0.971
Mallows (phi=0.7),3,100,92,8,8,1000,Cutoff,Evaluative Voting,58.599999999999994,58.599999999999994,0.8046666666666611
Mallows (phi=0.7),3,100,92,8,8,1000,Cutoff,k-Median Rule,15.1,15.1,0.9496666666666638
Mallows (phi=0.7),3,100,92,8,8,1000,Cutoff,k-Median-Shapley,15.0,14.899999999999999,0.9499999999999976
Mallows (phi=0.7),3,100,92,8,8,1000,Bottom,Evaluative Voting,0.0,0.0,1.0
Mallows (phi=0.7),3,100,92,8,8,1000,Bottom,k-Median Rule,2.5,0.0,0.9916666666666663
Mallows (phi=0.7),3,100,92,8,8,1000,Bottom,k-Median-Shapley,5.6000000000000005,0.0,0.9813333333333325
Mallows (phi=0.7),4,100,92,8,8,1000,Cutoff,Evaluative Voting,56.599999999999994,56.599999999999994,0.8585
Mallows (phi=0.7),4,100,92,8,8,1000,Cutoff,k-Median Rule,18.2,18.2,0.9545
Mallows (phi=0.7),4,100,92,8,8,1000,Cutoff,k-Median-Shapley,18.4,18.3,0.954
Mallows (phi=0.7),4,100,92,8,8,1000,Bottom,Evaluative Voting,0.1,0.1,0.99975
Mallows (phi=0.7),4,100,92,8,8,1000,Bottom,k-Median Rule,3.8,0.0,0.9905
Mallows (phi=0.7),4,100,92,8,8,1000,Bottom,k-Median-Shapley,4.5,0.0,0.98875
Mallows (phi=0.7),5,100,92,8,8,1000,Cutoff,Evaluative Voting,65.7,65.7,0.868599999999991
